"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2025-01-03T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-1.27,"bereinigt"
"2025-01-03T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",-0.04,"bereinigt"
"2025-01-03T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",949.53,"bereinigt"
"2025-01-03T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-03T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",0.76,"bereinigt"
"2025-01-03T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",1.84,"bereinigt"
"2025-01-03T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",970.52,"bereinigt"
"2025-01-03T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",219.91,"bereinigt"
"2025-01-03T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",1.3,"bereinigt"
"2025-01-03T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",2.17,"bereinigt"
"2025-01-03T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",973.11,"bereinigt"
"2025-01-03T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",43.13,"bereinigt"
"2025-01-03T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",31.65,"bereinigt"
"2025-01-03T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",1.06,"bereinigt"
"2025-01-03T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",1.9,"bereinigt"
"2025-01-03T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",970.4,"bereinigt"
"2025-01-04T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-3.53,"bereinigt"
"2025-01-04T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",-1.56,"bereinigt"
"2025-01-04T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",947.24,"bereinigt"
"2025-01-04T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",288.3,"bereinigt"
"2025-01-04T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-2.15,"bereinigt"
"2025-01-04T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",-0.13,"bereinigt"
"2025-01-04T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",968.37,"bereinigt"
"2025-01-04T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",343.62,"bereinigt"
"2025-01-04T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-1.25,"bereinigt"
"2025-01-04T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",0.44,"bereinigt"
"2025-01-04T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",970.96,"bereinigt"
"2025-01-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",351.65,"bereinigt"
"2025-01-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",32.92,"bereinigt"
"2025-01-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-1.74,"bereinigt"
"2025-01-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.02,"bereinigt"
"2025-01-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",968.19,"bereinigt"
"2025-01-05T00:00+0100","Zch_Heubeeribüel","T","d1","°C",5.0,"bereinigt"
"2025-01-05T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",8.73,"bereinigt"
"2025-01-05T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",936.01,"bereinigt"
"2025-01-05T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",541.12,"bereinigt"
"2025-01-05T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",4.28,"bereinigt"
"2025-01-05T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.35,"bereinigt"
"2025-01-05T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",956.16,"bereinigt"
"2025-01-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",605.63,"bereinigt"
"2025-01-05T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.94,"bereinigt"
"2025-01-05T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.88,"bereinigt"
"2025-01-05T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",958.61,"bereinigt"
"2025-01-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",648.77,"bereinigt"
"2025-01-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",27.36,"bereinigt"
"2025-01-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.57,"bereinigt"
"2025-01-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.55,"bereinigt"
"2025-01-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",956.03,"bereinigt"
"2025-01-06T00:00+0100","Zch_Heubeeribüel","T","d1","°C",8.5,"bereinigt"
"2025-01-06T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",10.9,"bereinigt"
"2025-01-06T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",930.44,"bereinigt"
"2025-01-06T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",297.95,"bereinigt"
"2025-01-06T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.77,"bereinigt"
"2025-01-06T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",11.53,"bereinigt"
"2025-01-06T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",950.11,"bereinigt"
"2025-01-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",310.68,"bereinigt"
"2025-01-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.5,"bereinigt"
"2025-01-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",12.69,"bereinigt"
"2025-01-06T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",952.62,"bereinigt"
"2025-01-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",319.33,"bereinigt"
"2025-01-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",38.48,"bereinigt"
"2025-01-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.12,"bereinigt"
"2025-01-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.48,"bereinigt"
"2025-01-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",950.1,"bereinigt"
"2025-01-07T00:00+0100","Zch_Heubeeribüel","T","d1","°C",4.48,"bereinigt"
"2025-01-07T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",6.5,"bereinigt"
"2025-01-07T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",936.71,"bereinigt"
"2025-01-07T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",82.53,"bereinigt"
"2025-01-07T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.84,"bereinigt"
"2025-01-07T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.66,"bereinigt"
"2025-01-07T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",957.07,"bereinigt"
"2025-01-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",126.02,"bereinigt"
"2025-01-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",6.38,"bereinigt"
"2025-01-07T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",8.14,"bereinigt"
"2025-01-07T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",959.67,"bereinigt"
"2025-01-07T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",111.0,"bereinigt"
"2025-01-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",47.3,"bereinigt"
"2025-01-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",6.14,"bereinigt"
"2025-01-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.86,"bereinigt"
"2025-01-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.09,"bereinigt"
"2025-01-08T00:00+0100","Zch_Heubeeribüel","T","d1","°C",5.82,"bereinigt"
"2025-01-08T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",10.28,"bereinigt"
"2025-01-08T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",935.33,"bereinigt"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",290.06,"bereinigt"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",6.99,"bereinigt"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",11.7,"bereinigt"
"2025-01-08T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",955.31,"bereinigt"
"2025-01-08T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",496.92,"bereinigt"
"2025-01-08T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",7.62,"bereinigt"
"2025-01-08T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",12.9,"bereinigt"
"2025-01-08T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",957.87,"bereinigt"
"2025-01-08T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",715.07,"bereinigt"
"2025-01-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",18.48,"bereinigt"
"2025-01-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.24,"bereinigt"
"2025-01-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",12.13,"bereinigt"
"2025-01-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",955.3,"bereinigt"
"2025-01-09T00:00+0100","Zch_Heubeeribüel","T","d1","°C",6.87,"bereinigt"
"2025-01-09T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",10.37,"bereinigt"
"2025-01-09T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",935.49,"bereinigt"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",127.68,"bereinigt"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.16,"bereinigt"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",11.74,"bereinigt"
"2025-01-09T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",955.56,"bereinigt"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",240.25,"bereinigt"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.59,"bereinigt"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",12.21,"bereinigt"
"2025-01-09T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",958.13,"bereinigt"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",175.53,"bereinigt"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",43.03,"bereinigt"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.36,"bereinigt"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.8,"bereinigt"
"2025-01-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",955.56,"bereinigt"
"2025-01-10T00:00+0100","Zch_Heubeeribüel","T","d1","°C",0.44,"bereinigt"
"2025-01-10T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",1.36,"bereinigt"
"2025-01-10T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",947.39,"bereinigt"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",2.32,"bereinigt"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",3.35,"bereinigt"
"2025-01-10T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",968.2,"bereinigt"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.02,"bereinigt"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.91,"bereinigt"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",3.92,"bereinigt"
"2025-01-10T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",970.78,"bereinigt"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",29.0,"bereinigt"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.7,"bereinigt"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",3.63,"bereinigt"
"2025-01-10T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",968.07,"bereinigt"
"2025-01-11T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-1.68,"bereinigt"
"2025-01-11T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",0.53,"bereinigt"
"2025-01-11T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",951.18,"bereinigt"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-0.21,"bereinigt"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",2.31,"bereinigt"
"2025-01-11T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",972.3,"bereinigt"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.57,"bereinigt"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",2.4,"bereinigt"
"2025-01-11T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",974.88,"bereinigt"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",78.14,"bereinigt"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",0.31,"bereinigt"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",2.37,"bereinigt"
"2025-01-11T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",972.08,"bereinigt"
"2025-01-12T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-2.87,"bereinigt"
"2025-01-12T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",0.34,"bereinigt"
"2025-01-12T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",961.11,"bereinigt"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-1.18,"bereinigt"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",1.73,"bereinigt"
"2025-01-12T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",982.44,"bereinigt"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-0.28,"bereinigt"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",1.98,"bereinigt"
"2025-01-12T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",985.11,"bereinigt"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",68.1,"bereinigt"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.71,"bereinigt"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",2.09,"bereinigt"
"2025-01-12T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",982.22,"bereinigt"
"2025-01-13T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-4.15,"bereinigt"
"2025-01-13T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",-2.41,"bereinigt"
"2025-01-13T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",963.15,"bereinigt"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-2.41,"bereinigt"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",-0.88,"bereinigt"
"2025-01-13T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",984.82,"bereinigt"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-1.85,"bereinigt"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",-0.58,"bereinigt"
"2025-01-13T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",987.44,"bereinigt"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",54.48,"bereinigt"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.03,"bereinigt"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.58,"bereinigt"
"2025-01-13T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",984.43,"bereinigt"
"2025-01-14T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-4.08,"bereinigt"
"2025-01-14T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",-1.47,"bereinigt"
"2025-01-14T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",960.48,"bereinigt"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-2.27,"bereinigt"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",0.25,"bereinigt"
"2025-01-14T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",981.95,"bereinigt"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-1.68,"bereinigt"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",0.79,"bereinigt"
"2025-01-14T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",984.58,"bereinigt"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",57.71,"bereinigt"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-1.91,"bereinigt"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.53,"bereinigt"
"2025-01-14T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",981.68,"bereinigt"
"2025-01-15T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-1.62,"bereinigt"
"2025-01-15T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",1.18,"bereinigt"
"2025-01-15T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",958.14,"bereinigt"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-0.41,"bereinigt"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",2.4,"bereinigt"
"2025-01-15T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",979.39,"bereinigt"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.19,"bereinigt"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",2.7,"bereinigt"
"2025-01-15T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",982.01,"bereinigt"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",46.98,"bereinigt"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.11,"bereinigt"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",2.81,"bereinigt"
"2025-01-15T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",979.13,"bereinigt"
"2025-01-16T00:00+0100","Zch_Heubeeribüel","T","d1","°C",0.68,"bereinigt"
"2025-01-16T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",2.4,"bereinigt"
"2025-01-16T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",959.71,"bereinigt"
"2025-01-16T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-16T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",2.58,"bereinigt"
"2025-01-16T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",3.92,"bereinigt"
"2025-01-16T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",980.81,"bereinigt"
"2025-01-16T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.02,"bereinigt"
"2025-01-16T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",3.0,"bereinigt"
"2025-01-16T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",4.29,"bereinigt"
"2025-01-16T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",983.45,"bereinigt"
"2025-01-16T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-16T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",51.41,"bereinigt"
"2025-01-16T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.69,"bereinigt"
"2025-01-16T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.01,"bereinigt"
"2025-01-16T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",980.62,"bereinigt"
"2025-01-17T00:00+0100","Zch_Heubeeribüel","T","d1","°C",-0.69,"bereinigt"
"2025-01-17T00:00+0100","Zch_Heubeeribüel","T_max_h1","d1","°C",0.22,"bereinigt"
"2025-01-17T00:00+0100","Zch_Heubeeribüel","p","d1","hPa",960.94,"bereinigt"
"2025-01-17T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-17T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.31,"bereinigt"
"2025-01-17T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",2.09,"bereinigt"
"2025-01-17T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",982.07,"bereinigt"
"2025-01-17T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0.0,"bereinigt"
"2025-01-17T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",1.86,"bereinigt"
"2025-01-17T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",2.75,"bereinigt"
"2025-01-17T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",984.69,"bereinigt"
